dobih_number,name,height_m,height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,latitude,longitude,nearest_center,min_distance_km,nearest_center_lat,nearest_center_lon
525,Cairn Gorm,1244.8,4084.0,300516.0,804065.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.116723976011286,-3.6444783230203197,Aviemore,14.030787524653551,57.1937528,-3.8287496
527,Cairn Gorm - Cairn Lochan,1216.0,3990.0,298510.0,802556.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.10273563242497,-3.676976310257356,Aviemore,13.646963693212802,57.1937528,-3.8287496
556,Cairn Gorm - Fiacaill Coire an t-Sneachda,1122.0,3681.0,298852.0,803299.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.109482584304764,-3.671633949425892,Aviemore,13.326840937843947,57.1937528,-3.8287496
534,Cairn Gorm - Stob Coire an t-Sneachda,1176.0,3858.0,299625.0,802985.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.10683255741714,-3.6587514445831117,Aviemore,14.090818905702818,57.1937528,-3.8287496
542,Cairn Gorm - Fiacaill a' Choire Chais,1141.0,3743.0,299894.0,803991.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.11592441021764,-3.6547153220168336,Aviemore,13.60351525823988,57.1937528,-3.8287496
540,Cairn Gorm - Cnap Coire na Spreidhe,1150.0,3773.0,301350.0,804908.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.12447343906133,-3.6310451104215984,Aviemore,14.19425468230299,57.1937528,-3.8287496
568,Cairn Gorm - Sron a' Cha-no,1028.0,3373.0,301637.0,806120.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.13541803551654,-3.6267842583554044,Aviemore,13.796969223634914,57.1937528,-3.8287496
564,Cairn Gorm - Creag an Leth-choin [Lurcher's Crag],1053.0,3455.0,296838.0,803340.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.109403084462464,-3.7048863548406117,Aviemore,11.990910157847004,57.1937528,-3.8287496
569,Cairn Gorm - Creag an Leth-choin North Top,1026.0,3366.0,296875.0,803965.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.115023313680304,-3.7045335503387165,Aviemore,11.522125883815955,57.1937528,-3.8287496
560,Cairn Gorm - Fiacaill na Leth-choin,1083.0,3553.0,297523.0,802435.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.10143020276873,-3.6932115699545407,Aviemore,13.123620337375932,57.1937528,-3.8287496
557,Bynack More,1090.0,3576.0,304190.0,806373.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.13822973847885,-3.5847194109192135,Nethy Bridge,14.76093074798993,57.2649841,-3.6575274
573,Bynack More - A' Choinneach,1017.0,3337.0,303207.0,804833.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.124195062170735,-3.600357560648883,Aviemore,15.795695982097648,57.1937528,-3.8287496
582,Bynack More - Bynack Beg,970.0,3182.0,303633.0,806841.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.14231557559486,-3.594099491590016,Nethy Bridge,14.164985214337603,57.2649841,-3.6575274
531,Beinn Mheadhoin,1182.9,3881.0,302460.0,801695.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.09585935489388,-3.611466114929845,Braemar,16.25542271316418,57.0058223,-3.399713
537,Beinn Mheadhoin SW Top,1163.0,3816.0,301850.0,801164.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.090961445283476,-3.6213209925291423,Braemar,16.40958865852442,57.0058223,-3.399713
561,Beinn Mheadhoin - Stob Coire Etchachan,1082.0,3550.0,302476.0,800531.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.08541056808545,-3.6107487627592794,Braemar,15.53258205154325,57.0058223,-3.399713
574,Beinn Mheadhoin - Stacan Dubha,1014.0,3327.0,301191.0,801528.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09408885037971,-3.6323345914156837,Aviemore,16.223851807092988,57.1937528,-3.8287496
539,Derry Cairngorm,1155.0,3789.0,301734.0,798032.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.06281286537921,-3.622006225401275,Braemar,14.868017942393864,57.0058223,-3.399713
554,Derry Cairngorm - Creagan a' Choire Etchachan,1108.0,3635.0,301194.0,799619.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.076947722958856,-3.6315319986277803,Braemar,16.099990640009175,57.0058223,-3.399713
578,Derry Cairngorm - Sgurr an Lochan Uaine,983.0,3225.0,302556.0,799110.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.072667565261106,-3.608876741949494,Braemar,14.67536266479409,57.0058223,-3.399713
566,Derry Cairngorm - Little Cairngorm,1040.0,3412.0,302020.0,797242.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.055779971670205,-3.6169837875106468,Braemar,14.272657690807348,57.0058223,-3.399713
587,Beinn Bhreac,931.0,3054.0,305870.0,797075.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.05508340443988,-3.553474962196088,Braemar,10.796998085711616,57.0058223,-3.399713
588,Beinn Bhreac West Top,927.0,3041.0,305284.0,797202.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.056103684881805,-3.563179725797049,Braemar,11.362264082991448,57.0058223,-3.399713
559,Beinn a' Chaorainn,1083.0,3553.0,304515.0,801360.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.09328250534962,-3.5774366782067655,Braemar,14.495333583047225,57.0058223,-3.399713
572,Beinn a' Chaorainn - Beinn a' Chaorainn Bheag,1017.0,3337.0,305727.0,801717.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.096738352432865,-3.557577779259661,Braemar,13.905052521735886,57.0058223,-3.399713
536,Leabaidh an Daimh Bhuidhe (Ben Avon),1172.0,3845.0,313193.0,801845.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.09935815986442,-3.434444123725096,Braemar,10.61067507869653,57.0058223,-3.399713
563,Leabaidh an Daimh Bhuidhe (Ben Avon) - Stob Dubh an Eas Bhig,1061.0,3481.0,313352.0,800239.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.08496582578729,-3.4312646970611573,Braemar,9.004919617070726,57.0058223,-3.399713
543,Leabaidh an Daimh Bhuidhe (Ben Avon) - Ben Avon SW Top,1137.6,3732.0,312595.0,801359.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09488045470142,-3.444141221519861,Braemar,10.260876805510275,57.0058223,-3.399713
562,Leabaidh an Daimh Bhuidhe (Ben Avon) - Stob Bac an Fhurain,1076.0,3530.0,313672.0,803332.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.11280204305336,-3.4270540096464885,Braemar,12.009926988118849,57.0058223,-3.399713
544,Leabaidh an Daimh Bhuidhe (Ben Avon) - Mullach Lochan nan Gabhar,1124.0,3688.0,314327.0,802147.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.10228297107975,-3.415836620331747,Braemar,10.77016439439477,57.0058223,-3.399713
545,Leabaidh an Daimh Bhuidhe (Ben Avon) - Stuc Gharbh Mhor,1119.2,3672.0,314733.0,801308.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09482394817729,-3.4088511578996328,Braemar,9.911951478024486,57.0058223,-3.399713
550,Leabaidh an Daimh Bhuidhe (Ben Avon) - Stuc Gharbh Mhor (old GR),1112.0,3648.0,314664.0,801684.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09818776097181,-3.410117747686628,Braemar,10.289828297376793,57.0058223,-3.399713
570,Leabaidh an Daimh Bhuidhe (Ben Avon) - West Meur Gorm Craig,1023.1,3357.0,315342.0,803670.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.11614816999282,-3.399603444667224,Braemar,12.267678809129865,57.0058223,-3.399713
584,Leabaidh an Daimh Bhuidhe (Ben Avon) - Big Brae,940.0,3084.0,316011.0,803290.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.11285841710436,-3.3884321580174928,Braemar,11.921402243191551,57.0058223,-3.399713
586,Leabaidh an Daimh Bhuidhe (Ben Avon) - East Meur Gorm Craig,935.3,3069.0,315928.0,804207.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.12107826895902,-3.390110681494865,Braemar,12.8290208033651,57.0058223,-3.399713
558,Leabaidh an Daimh Bhuidhe (Ben Avon) - Carn Eas,1089.0,3573.0,312265.0,799266.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.076021996258746,-3.4488521820850258,Braemar,8.352719833594431,57.0058223,-3.399713
581,Leabaidh an Daimh Bhuidhe (Ben Avon) - Creag an Dail Mhor,972.0,3189.0,313185.0,798225.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.06684801572786,-3.4333213101426905,Braemar,7.083853866370181,57.0058223,-3.399713
529,Beinn a' Bhuird North Top,1197.0,3927.0,309231.0,800621.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.08760139889202,-3.49937094974451,Braemar,10.909849286522018,57.0058223,-3.399713
533,Beinn a' Bhuird South Top (old GR),1177.0,3862.0,309022.0,797930.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.06339486515862,-3.501841247801686,Braemar,8.897515596186771,57.0058223,-3.399713
532,Beinn a' Bhuird South Top,1179.0,3868.0,309187.0,798610.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,57.06953387707911,-3.4993677719669973,Braemar,9.302616150586914,57.0058223,-3.399713
535,Beinn a' Bhuird - Cnap a' Chleirich,1174.0,3852.0,310761.0,801013.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09142102628859,-3.4742744199631796,Braemar,10.532411845238054,57.0058223,-3.399713
555,Beinn a' Bhuird - Stob an t-Sluichd,1107.0,3632.0,311203.0,802743.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.10704221615744,-3.467597156416528,Braemar,11.980333232608281,57.0058223,-3.399713
541,Beinn a' Bhuird - A' Chioch,1151.0,3776.0,309780.0,798685.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.070324012987975,-3.48961846435589,Braemar,9.001457582200095,57.0058223,-3.399713
624,Geal Charn,926.0,3038.0,256144.0,798768.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.057436857560766,-4.373575432288819,Laggan,6.933498652510651,57.0192779,-4.2829357
621,Carn Dearg,945.7,3103.0,263568.0,802398.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.092278851868755,-4.253251816304909,Laggan,8.31343076694817,57.0192779,-4.2829357
622,Carn Dearg - Carn Ban,942.3,3092.0,263188.0,803178.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09916735830822,-4.259943833736797,Laggan,8.991423913006454,57.0192779,-4.2829357
625,Carn Dearg SE Top,923.7,3031.0,263772.0,801763.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.086639439591934,-4.249542694046323,Laggan,7.757714998957078,57.0192779,-4.2829357
628,Carn Dearg - Sneachdach Slinnean,919.0,3015.0,262200.0,802700.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.09458189506382,-4.275974763565951,Laggan,8.383994880303963,57.0192779,-4.2829357
627,Carn Dearg - Carn Ballach (SW Top),919.8,3018.0,264353.0,804473.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.111136587813725,-4.241432359885782,Newtonmore,8.950272645605471,57.0655346,-4.1193593
629,Carn Dearg - Carn Ballach (NE Top),919.3,3016.0,264779.0,804824.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.11441273891586,-4.234594123964673,Newtonmore,8.83214266200251,57.0655346,-4.1193593
623,A' Chailleach,929.3,3049.0,268110.0,804178.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.109581718315766,-4.179293125772671,Newtonmore,6.09106345399017,57.0655346,-4.1193593
626,Carn Sgulain,920.3,3019.0,268302.0,805821.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.12438525657823,-4.176990990575977,Newtonmore,7.412299023672853,57.0655346,-4.1193593
658,Creag Meagaidh,1128.1,3701.0,241839.0,787545.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.95203434008544,-4.602130428678874,Roybridge,16.02090452693907,56.8913146,-4.8415287
659,Creag Meagaidh East Top,1116.1,3662.0,242436.0,787575.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.952507289558774,-4.592344603667063,Roybridge,16.58278905364643,56.8913146,-4.8415287
660,Creag Meagaidh - Puist Coire Ardair,1070.8,3513.0,243702.0,787275.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.95024450496434,-4.5713670301563205,Roybridge,17.657002280579324,56.8913146,-4.8415287
661,Creag Meagaidh - Creag Mhor,1069.7,3510.0,244221.0,787331.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.95092211890297,-4.562878215783014,Roybridge,18.163620585727653,56.8913146,-4.8415287
667,Creag Meagaidh - Meall Coire Choille-rais,1028.0,3373.0,243269.0,786270.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.94107894409942,-4.577855064653428,Roybridge,16.933920779743154,56.8913146,-4.8415287
669,Creag Meagaidh - Sron a' Choire,1001.8,3287.0,244838.0,787770.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.95506922195487,-4.55301470880598,Laggan,17.851802187028202,57.0192779,-4.2829357
671,Creag Meagaidh - An Cearcallach,993.1,3258.0,242249.0,785382.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.93276338589532,-4.59404800744542,Roybridge,15.714184489846552,56.8913146,-4.8415287
662,Stob Poite Coire Ardair,1054.0,3458.0,242884.0,788845.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.96405681227503,-4.585776662642328,Roybridge,17.500137733554734,56.8913146,-4.8415287
664,Stob Poite Coire Ardair East Top,1050.0,3445.0,243735.0,789209.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.967611809246876,-4.572021203339425,Invergarry,18.103216843955057,57.0697214,-4.8049621
670,Stob Poite Coire Ardair - Sron Coire a' Chriochairein,993.0,3258.0,244792.0,789925.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.97439348831531,-4.55509454106974,Laggan,17.222635686563088,57.0192779,-4.2829357
668,Carn Liath,1006.0,3301.0,247229.0,790325.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.97879527220022,-4.515287608309791,Laggan,14.77429857594661,57.0192779,-4.2829357
672,Carn Liath - Meall an-t-Snaim,970.0,3182.0,245902.0,790471.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.97966494598932,-4.537186728091895,Laggan,16.01555849563374,57.0192779,-4.2829357
673,Carn Liath - A' Bhuidheanach,966.0,3169.0,248102.0,790764.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.98302294277409,-4.501203352234142,Laggan,13.819204738768288,57.0192779,-4.2829357
674,Carn Liath - Stob Coire Dubh,916.0,3005.0,249631.0,791676.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.99170814723557,-4.47661332477625,Laggan,12.121651860653174,57.0192779,-4.2829357
663,Beinn a' Chaorainn,1049.1,3442.0,238605.0,785062.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,56.92863578522145,-4.653656069539043,Roybridge,12.136817582423795,56.8913146,-4.8415287
665,Beinn a' Chaorainn South Top,1048.5,3440.0,238639.0,784514.0,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.9237300519203,-4.652748846780791,Roybridge,12.014532489594162,56.8913146,-4.8415287
666,Beinn a' Chaorainn North Top,1042.9,3422.0,238389.0,785701.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.934294608164414,-4.6576090126979715,Roybridge,12.14436361438694,56.8913146,-4.8415287
675,Beinn Teallach,914.6,3001.0,236136.0,785973.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro,Munro,Munro,Munro,56.93594336081607,-4.694765724898446,Roybridge,10.197649901499366,56.8913146,-4.8415287
683,Gleouraich,1035.0,3396.0,203945.0,805345.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.09717897916987,-5.238037599083642,Inverinate,20.99999454283633,57.2428829,-5.4596682
689,Gleouraich - Creag Coire na Fiar Bhealaich [Craig Coire na Fiar Bhealaich],1006.0,3301.0,204712.0,805111.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.095406412083136,-5.225216656802496,Inverinate,21.649137743203077,57.2428829,-5.4596682
684,Sgurr a' Mhaoraich,1027.0,3369.0,198392.0,806581.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.105864104777766,-5.330526006109928,Inverinate,17.109195953463022,57.2428829,-5.4596682
699,Sgurr a' Mhaoraich - Sgurr a' Mhaoraich Beag,948.0,3110.0,197723.0,806742.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.10701424800222,-5.341681109068476,Inverinate,16.698091065949313,57.2428829,-5.4596682
714,Sgurr a' Mhaoraich - Am Bathaich,899.0,2949.0,198832.0,807559.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.11482736862461,-5.324060912257845,Inverinate,16.417994124308308,57.2428829,-5.4596682
691,Spidean Mialach,996.0,3268.0,206592.0,804306.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.08898022998556,-5.193617500997546,Inverinate,23.455369647866235,57.2428829,-5.4596682
688,The Saddle,1011.5,3319.0,193610.0,813124.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,57.16241537428656,-5.4147317022886865,Inverinate,9.347977457255874,57.2428829,-5.4596682
686,The Saddle - Trig Point,1011.1,3317.0,193492.0,813066.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,57.161842220679226,-5.416631116475793,Inverinate,9.376734366934492,57.2428829,-5.4596682
